Key,Summary,Reporter,Status,Account ID,Description,Comments,Num_Comments
CSE-5553,Outgoing Calls Disconnecting Immediately Despite Available Credits - can you check the connection here?,Júlia Elizabeth De Tofol,Waiting for customer, 73641,"The client is attempting to place calls through the system and has already added calling credits to their account. However, when initiating a call, it disconnects immediately — ending almost at the same moment it starts (lasting less than one second).

As a result, they are unable to successfully complete any outgoing calls despite having sufficient credits available.

Video with logs - [https://app.screendesk.io/recordings/5aa7d3eb-2e3f-4aa9-beb8-05a30b6a9649|https://app.screendesk.io/recordings/5aa7d3eb-2e3f-4aa9-beb8-05a30b6a9649]","20/Feb/26 10:06 PM;712020:4ab82dd1-6bc5-4875-b1fb-a41f81cee89f;[~accountid:5fb370400dd553006f291943] please have a look
---
22/Feb/26 8:23 AM;5fb370400dd553006f291943;[~accountid:712020:03b03ff4-3ad4-47b2-bab3-614540900332] Can you please confirm, Is it happening for all candidates?
---
23/Feb/26 4:11 PM;712020:03b03ff4-3ad4-47b2-bab3-614540900332;[~accountid:5fb370400dd553006f291943] yes, he says it’s not working in general 
---
23/Feb/26 4:13 PM;5fb370400dd553006f291943;[~accountid:712020:03b03ff4-3ad4-47b2-bab3-614540900332] Please share few “to” numbers and from number so that I can escalate this issue to twilio.
---
23/Feb/26 10:12 PM;5fb370400dd553006f291943;[~accountid:712020:03b03ff4-3ad4-47b2-bab3-614540900332] I had raised a request to twilio and this is the response. Please provide the relevant data so that they can investigate further.

Thank you for reaching out and letting us know about the issue with calls disconnecting immediately after being placed. I understand how disruptive this can be, and I’m here to help resolve it as quickly as possible.
  
 I have completed the investigation for the reported call that disconnects immediately after being placed (Call SID: CAe7f313f7fc9b8f6d85e42f5e8e79cd3f).
 Our SIP trace analysis shows that the call was successfully received by Twilio and routed to the downstream termination carrier. However, the terminating carrier returned a *SIP 603 Decline*, which is a final response indicating that the call was intentionally rejected by the destination network.
  
 Call Flow Summary:

* Twilio received the INVITE from the customer system and processed it normally.
* The call was handed off to the terminating carrier responsible for the destination.
* The terminating carrier responded with *603 Decline*, causing the call to disconnect immediately.
* Twilio relayed this response back, which is why the caller experiences an instant disconnect.



  
 A 603 response is generated by the far-end network and is commonly associated with:

* Destination-side call blocking or filtering
* Caller ID/CLI validation failure
* End-user or carrier-level rejection policies
* Spam protection or robocall mitigation on the terminating network



 Since the rejection originates outside of Twilio’s network, this is not a platform or routing failure on Twilio’s side.
  
 *Next Steps:*
 *We need to escalate this with our carrier partner to determine the exact reason for the rejection. To do so we need 3 or 4 recent*
 *Call examples of within 24 hours where you noticed this issue.*


---
23/Feb/26 10:26 PM;712020:03b03ff4-3ad4-47b2-bab3-614540900332;Understood! Will share this with client to ask for this info ",6
CSE-5543,Can we check for this account the Email Activity/connection? ,Júlia Elizabeth De Tofol,Waiting For CSA,99278,"Could we please confirm whether the email connection via Nylas (Account ID: 99278) was successfully established for this client?

The client is currently on a free trial and has connected their email account. However, their mailbox is not loading properly. Even after disconnecting and reconnecting the email, as well as completing standard troubleshooting steps, the issue persists.

At the moment, only three emails are visible in the mailbox, and no additional emails are syncing or appearing like it was before. He has waited more than 24hours but still nothing changed. 

*Video with logs -* [https://app.screendesk.io/recordings/62cc9c22-5f33-4047-b609-4873c4a55018|https://app.screendesk.io/recordings/62cc9c22-5f33-4047-b609-4873c4a55018]

*Call recording showing his email native mailbox full of emails:* [https://fathom.video/share/WyxVsR6VWVVKGzGwcejHsU4zsdf3vyUJ|https://fathom.video/share/WyxVsR6VWVVKGzGwcejHsU4zsdf3vyUJ|smart-link] ","24/Feb/26 9:36 PM;5f55ca78662e2d007652777b;[~accountid:712020:03b03ff4-3ad4-47b2-bab3-614540900332] can you ask them to connect the email a/c via godaddy and see if it is working

!Screen Recording 2026-02-24 at 9.32.56 PM.mov|width=2880,height=1432,alt=""Screen Recording 2026-02-24 at 9.32.56 PM.mov""!


---
24/Feb/26 11:42 PM;712020:03b03ff4-3ad4-47b2-bab3-614540900332;[~accountid:5f55ca78662e2d007652777b] client said they have conncted using goddady already and it’s not working 
---
25/Feb/26 10:14 PM;5f55ca78662e2d007652777b;[~accountid:712020:03b03ff4-3ad4-47b2-bab3-614540900332] as per what I can see,

for the first time this client connected [vishnu@fastechnowiz.com|mailto:vishnu@fastechnowiz.com] as imap/ godaddy yesterday 24 February 2026 at 17:56:38

And his emails should be visible now, 

If he still claims the emails are missing then I will need screenshot of his RCRM mailbox and same email in provider",3
CSE-5539,Client is unable to cancel scheduled email that failed,nicolemendes,Waiting For Engineer, 59887,A client scheduled an email some months ago and she is unable to cancel it ever since. She wants to clear this section of the mailbox for organization purposes but the option to cancel just keeps loading. Is this the expected behavior? I will attach our call here [https://fathom.video/share/t2uua8divgxuaf81DyQvnaEMNTK3CCLV|https://fathom.video/share/t2uua8divgxuaf81DyQvnaEMNTK3CCLV|smart-link] ,"19/Feb/26 4:29 PM;5f55ca78662e2d007652777b;[~accountid:712020:b6480fe4-bc75-4498-8e4d-0c73467e9952] I can see there is one scheduled email for user ID: {{85799}} that’s stuck due to an error. Following are the details of the scheduled email -

* Scheduled for 26 August 2025 11:30:00 GMT
* Subject: {{Confirming our discussion for today}}

In this case the user will not be able to remove it, but we can do it from backend.

Can you get the above details of scheduled email confirmed with client? I can proceed once client provides confirmation for deleting it from backend.
---
19/Feb/26 6:46 PM;712020:b6480fe4-bc75-4498-8e4d-0c73467e9952;[~accountid:5f55ca78662e2d007652777b] You can go ahead and delete it please 

!Screenshot 2026-02-19 at 10.15.26.png|width=727,height=490,alt=""Screenshot 2026-02-19 at 10.15.26.png""!


---
25/Feb/26 9:04 PM;712020:b6480fe4-bc75-4498-8e4d-0c73467e9952;[~accountid:5f55ca78662e2d007652777b] could you please check this?",3
CSE-5537,Job address not auto-populating when job is created from Company details page,Disha Kanojiya,To Do,48409,"When creating a job from a specific Company details page, the company address does not auto-populate in the job, even though the full address is saved on the company record. Only the contact details are auto-filled in this flow.

However, when a job is created via Global Add and the company is selected afterward, both the contact details and full address auto-populate correctly.

could you please confirm if this behavior is expected? I have tested it and was able to reproduce it on my end.

recording: [https://app.screendesk.io/recordings/e1a2be75-d9ca-48e4-a265-fbfc37a0bd3b|https://app.screendesk.io/recordings/e1a2be75-d9ca-48e4-a265-fbfc37a0bd3b]",,0
CSE-5525,Client's credit usage,Disha Kanojiya,Waiting For CSA,52931,"Can you please check this client's credit usage:

The client sees 5 credits used this month. They understand 1 credit for OPN and 1 for Indeed-sponsored, but want clarity on: What used the remaining credits. Could you please confirm the job-wise credit usage and share a short explanation I can pass on to the client.","18/Feb/26 9:50 PM;5f682f6d46a2ed0072de8aef;[~accountid:63c537fc0c615857128cbdaa] Please check this
---
19/Feb/26 4:32 PM;63c537fc0c615857128cbdaa;[~accountid:712020:680b8ea2-324c-4df5-8250-2d2987f768de] In the past one month, there are 6 jobs that has been posted on OPN due to which total consumed credits as of today is showing as 6.

These are the jobs along with slug for which OPN was selected:

{noformat}[
  {
    ""slug"": ""17699624702140077902VbO"",
    ""name"": ""CTERA Remote File Service Engineer""
  },
  {
    ""slug"": ""17703250275820077902cqI"",
    ""name"": ""VP - Compliance and Operational Risk""
  },
  {
    ""slug"": ""17703255424910077902rlQ"",
    ""name"": ""Vice President of Sales — AI‑Driven Debt Recovery""
  },
  {
    ""slug"": ""17703259277120077902UlV"",
    ""name"": ""Director Business Development — AI Enabled Collections & Recovery Services""
  },
  {
    ""slug"": ""17706770539830077902Tmv"",
    ""name"": ""Senior Software Engineer, Systems Modernization""
  },
  {
    ""slug"": ""17714338056420077902Hzu"",
    ""name"": ""Sr. Network Engineer""
  }
]{noformat}


---
20/Feb/26 9:20 AM;712020:ae741d04-b2e1-4fb4-8a77-77dac71e3e54;[~accountid:63c537fc0c615857128cbdaa] The client has reported that the job *“CTERA Remote File Service Engineer” (Slug: 17699624702140077902VbO)* is showing as *closed on Indeed*, even though it is still marked as open in Recruit CRM.

They’ve shared the job slug -[+17699624702140077902VbO+|https://app.recruitcrm.io/v1/job/17699624702140077902VbO] and a screenshot from Indeed for reference. They’re asking why the job is appearing as closed on Indeed and whether this could be another sync issue between Recruit CRM and Indeed.

Could you please check if there is any sync or feed-related issue causing this discrepancy?

!image (7).png|width=1469,height=492,alt=""image (7).png""!


---
20/Feb/26 9:35 AM;63c537fc0c615857128cbdaa;[~accountid:63e07ac3491b20ef64bb1c0b] This is another client facing an Indeed-related issue ([https://rcrm.atlassian.net/browse/CSE-5514|https://rcrm.atlassian.net/browse/CSE-5514|smart-link] ). Could you please escalate this to the Vonq team, or advise on the appropriate next steps from our side?
---
20/Feb/26 10:40 AM;63e07ac3491b20ef64bb1c0b;[~accountid:712020:ae741d04-b2e1-4fb4-8a77-77dac71e3e54] please share the job campaign id, 
If this was posted via OPN please note we do not support Indeed via opn 
---
21/Feb/26 2:36 AM;712020:680b8ea2-324c-4df5-8250-2d2987f768de;[~accountid:63e07ac3491b20ef64bb1c0b] The client has responded stating that they currently have two open jobs in Recruit CRM, and both have been facing syncing issues with Indeed.

They mentioned that this issue was raised earlier as well and that all the required information had already been shared previously. The client is referring to the older ticket that was created earlier by you, but I can see that the ticket is still in To Do status.

Here are the details for reference:

* Old ticket link: [https://rcrm.atlassian.net/browse/CSE-5500|https://rcrm.atlassian.net/browse/CSE-5500|smart-link] 
* Indeed XML Feed URL: [https://app.recruitcrm.io/services/jobfeed/indeed.php?account=5K_CT_Service|https://app.recruitcrm.io/services/jobfeed/indeed.php?account=5K_CT_Service]

Could you please review both the current and previous tickets, check the XML feed, and help prioritize resolving the syncing issue at the earliest? The client is following up on this.


---
23/Feb/26 1:02 PM;63e07ac3491b20ef64bb1c0b;[~accountid:712020:680b8ea2-324c-4df5-8250-2d2987f768de] pls add a quick 15min call with me to resolve this


---
23/Feb/26 11:00 PM;712020:680b8ea2-324c-4df5-8250-2d2987f768de;!image-20260223-173053.png|width=482,height=726,alt=""image-20260223-173053.png""!


---
23/Feb/26 11:37 PM;63e07ac3491b20ef64bb1c0b;i will check this 


---
25/Feb/26 2:11 AM;712020:680b8ea2-324c-4df5-8250-2d2987f768de;[~accountid:63e07ac3491b20ef64bb1c0b] could you please share the details of your call with the client here on the ticket so we can proceed accordingly?
---
25/Feb/26 6:30 PM;63e07ac3491b20ef64bb1c0b;We are refunding 2 credits, and i also informed the client about the correct method to post jobs, this is sorted and can be closed",11
CSE-5514,Issues with Job Posting - Indeed Direct Apply,Sanjana Panigrahi,Investigating,98319,"We need to check 2 things for this client, Job slug: 17706607497900129866COl



# This job was posted to Indeed using Direct Apply, however its been a week with no candidates. Could please check if there’s an issue?
Campaign ID: ecc45904-ba74-51b3-96a3-4ff5f002c0f8
Slack link for the same: [https://recruitcrm.slack.com/archives/C06PCCAFGQ4/p1770827650485439|https://recruitcrm.slack.com/archives/C06PCCAFGQ4/p1770827650485439|smart-link] 

# Has it been pushed to the free job boards? If yes, is it possible to check to which of the free ones?

","17/Feb/26 1:03 AM;712020:921da2d9-2e93-4832-b9ce-1e2fe2ce74b4;Adding to the 2nd query - All of their jobs should be listed in the free ads. Specifically, there are 8 jobs that should be under *Focus Virtual Assistants*, including the one associated with the slug provided earlier.

Could you please confirm if these are showing up correctly?
---
18/Feb/26 9:30 PM;5f682f6d46a2ed0072de8aef;[~accountid:63c537fc0c615857128cbdaa] Please check this
---
19/Feb/26 4:25 PM;63e07ac3491b20ef64bb1c0b;[~accountid:712020:921da2d9-2e93-4832-b9ce-1e2fe2ce74b4] as per the current status the job shows offline, can you confirm if they have taken it offline. 
We cannont check for applicants if the job is offline. 
Moreover, we cannot guarantee applicants as it may depend on the budget they have set for advertising
for Second query:
Are you talking about OPN?

---
19/Feb/26 4:27 PM;63c537fc0c615857128cbdaa;[~accountid:712020:921da2d9-2e93-4832-b9ce-1e2fe2ce74b4] The job with slug 17706607497900129866COl is present on free job boards.


---
19/Feb/26 4:48 PM;63c537fc0c615857128cbdaa;There are 32 jobs under this account. I verified a few of them and they are being included in the free job boards XML feed. For free job boards, we provide an XML feed that is periodically crawled by external platforms. Since these crawlers operate independently at their own intervals, we do not have visibility into which specific job board has picked up a particular job and which has not.
---
19/Feb/26 11:49 PM;712020:921da2d9-2e93-4832-b9ce-1e2fe2ce74b4;Thank you both! Checking with the client
---
20/Feb/26 1:01 AM;712020:85569305-8bdb-42de-b343-67cd0955c065;[~accountid:63c537fc0c615857128cbdaa] [~accountid:63e07ac3491b20ef64bb1c0b]  this is the client response regarding this:

No, we did not take the ads offline, and we would not do so as that would disrupt our candidate inflow. We have already taken a hit since the ads did not generate any candidates despite being successfully posted.
---
20/Feb/26 11:23 AM;63c537fc0c615857128cbdaa;[~accountid:63e07ac3491b20ef64bb1c0b] Could you please get this checked. Thanks.
---
20/Feb/26 8:26 PM;712020:a24226b7-48ec-4b94-988e-1ba20371b3c2;[~accountid:63c537fc0c615857128cbdaa] Hansaj mentioned he’s not available tonight and won’t be until Monday, but the client likely won’t want to wait and has scheduled a call with me for today. Is there anyone else who could review this?

!Screenshot 2026-02-20 at 9.55.23 a.m..png|width=708,height=377,alt=""Screenshot 2026-02-20 at 9.55.23 a.m..png""!

",9
CSE-5511, BaseLine Aviation Services | Investigation - Candidate was linked to multiple deals but the clients says they have linked the candidate to only one deal,Likhitha Satya Maansi Rudra,To Do,26603,"A client (User ID:80729) has reached out saying that an automation was pulling incorrect data which is being tracked on another ticket by the Workflow Automation team. After investigation, it was found that teh candidate record is linked to 7 deals because of which the automation didn’t work as expected.

But the client says the candidate was linked to only one deal. This is the message from the client:

This is actually a new candidate that I assigned to one job and created one deal for him, so it should pick up the correct information.

Can someone please check how the candidate was linked to 7 deals so that we can check the automation further? Thank you!

Candidate slug:{{17695130372660080729BEX}}",,0
CSE-5500,Indeed closing jobs despite being open in Recruit CRM (XML feed sync issue),Disha Kanojiya,Waiting For CSA,77902,"The client is facing an issue where their jobs are being marked as closed on Indeed, even though the job remains open in Recruit CRM. Indeed has informed the client that both jobs were closed due to the ATS not sending updated job data. The client has confirmed that the jobs are being posted via the Indeed XML feed.

Job slugs: 7699624702140077902VbO, 17706770539830077902Tmv
Here’s the feed link: [https://app.recruitcrm.io/services/jobfeed/indeed.php?account=5K_CT_Service|https://app.recruitcrm.io/services/jobfeed/indeed.php?account=5K_CT_Service]. 

The client also mentioned that the job has been open and unchanged in Recruit CRM for the last 2–3 days, so the sync should have already updated on Indeed. can you please check why Indeed is still receiving a closed status and whether the XML feed is correctly sending the job status and updates for this role.

!image-20260212-221328.png|width=826,height=473,alt=""image-20260212-221328.png""!

","14/Feb/26 6:36 PM;712020:ce4d5d77-3fdb-4605-95dd-7dfb5fd16cba;Hi, please check this as soon as possible

!Screenshot 2026-02-14 at 6.36.26 PM.png|width=754,height=704,alt=""Screenshot 2026-02-14 at 6.36.26 PM.png""!


---
21/Feb/26 2:40 AM;712020:680b8ea2-324c-4df5-8250-2d2987f768de;[~accountid:63e07ac3491b20ef64bb1c0b] Please share an update here !
---
23/Feb/26 10:47 AM;63e07ac3491b20ef64bb1c0b;[~accountid:712020:680b8ea2-324c-4df5-8250-2d2987f768de] please share the campaign id
---
23/Feb/26 10:56 PM;712020:680b8ea2-324c-4df5-8250-2d2987f768de;Hi [~accountid:63e07ac3491b20ef64bb1c0b]

Since the client will be scheduling a call with you regarding the similar job issue mentioned in the other ticket, could you please review this issue during the same call as well?

Both cases seem to be interrelated, so it would be helpful to address them together.

Other ticket - [https://rcrm.atlassian.net/browse/CSE-5525|https://rcrm.atlassian.net/browse/CSE-5525|smart-link] 


---
23/Feb/26 11:00 PM;712020:680b8ea2-324c-4df5-8250-2d2987f768de;!image-20260223-173010.png|width=482,height=726,alt=""image-20260223-173010.png""!


---
23/Feb/26 11:37 PM;63e07ac3491b20ef64bb1c0b;okay i will check it 


---
25/Feb/26 2:10 AM;712020:680b8ea2-324c-4df5-8250-2d2987f768de;[~accountid:63e07ac3491b20ef64bb1c0b] could you please share the details of your call with the client here on the ticket so we can proceed accordingly?


---
25/Feb/26 6:29 PM;63e07ac3491b20ef64bb1c0b;We are refunding 2 credits, and i also informed the client about the correct method to post jobs, this is sorted and can be closed ",8
CSE-5491,How to reset the application forms that have been customized in bulk (A/c ID: 32782),Shashank khosla,Investigating,32782,"The client recently created a new *custom drop-down field called “Country”* and enabled it on the *candidate application form* via Admin Settings.

However, several *older job application forms* were previously customized. For those *still-open jobs*, the *default “Country” field* (which is no longer visible in Admin Settings) continues to appear on the application form instead of the new custom drop-down field.

*Questions / Clarification Needed*

# What is the *default system behavior* when a new custom field is made visible on the application form?
#* Is it expected to apply only to newly created jobs, or should it propagate to all open jobs?
# Is there a way to *apply the newly enabled custom drop-down field to all currently open jobs* without manually updating each job’s application form?
# Can this be handled via a *backend action or bulk update*, especially for open jobs using older customized application forms?

",16/Feb/26 8:00 PM;5ee71f2d41f7000abb05a669;[~accountid:633ad9c8a84c7f79c3888e72] Please check this query,1
CSE-5475,Indeed job application,Juan Andrés Quiroga,Waiting For CSA,,"if you connect Indeed contract with the Recruit CRM and the job is posted on Indeed without the “Direct Apply” option enabled, will candidates be able to complete the application form directly on Indeed, or will they be redirected to the job application form page?","06/Feb/26 10:32 PM;62a6cac4979e6e006903e76a;As far as I know, it should redirect to the job application form page. However, let’s confirm this with the developer who built this feature.

[~accountid:622f37093eacc50071fc5e7b] Please confirm.
---
06/Feb/26 10:38 PM;63e07ac3491b20ef64bb1c0b;they will be redirected to job application page
---
07/Feb/26 5:25 PM;5f682f6d46a2ed0072de8aef;[~accountid:712020:ad62055b-02fd-46aa-9c6e-482a83a6186d] Please add this in help article and FAQ for future reference.

CC [~accountid:5df7495beaf5880cad0349a4] ",3
CSE-5473,Client posted a job to Indeed yesterday but it still not on Indeed,Augusto Benate,Waiting for customer,93005,"Client Acc ID: 93005 posted a job to Indeed yesterday, and the job is still not live on Indeed. They don’t use XML Feed; the job is being pushed through Job Advertising.



Can you please check if the job has been correctly posted from our end?



Job slug: 17671275724980123509bOV","06/Feb/26 9:16 PM;62a6cac4979e6e006903e76a;[~accountid:712020:85569305-8bdb-42de-b343-67cd0955c065] I can see that the user has created two campaigns, but both campaigns are currently offline. Please ask them to post the campaigns correctly, or guide the user to successfully post the campaign.

!image-20260206-154520.png|width=696,height=142,alt=""image-20260206-154520.png""!


---
06/Feb/26 9:37 PM;5f682f6d46a2ed0072de8aef;[~accountid:622f370973c8ec00699bd44f] [~accountid:5df7495beaf5880cad0349a4] Can this be checked in retool? If not then can we please provide provision so that this can be confirmed by CS prior creating ticket
---
07/Feb/26 4:58 AM;712020:85569305-8bdb-42de-b343-67cd0955c065;[~accountid:62a6cac4979e6e006903e76a] , the client shared this screenshot from their campaign, and their initial date is after the end date. Is this correct? Should they be able to do this, or is it a bug?

!image-20260206-232640.png|width=517,height=238,alt=""image-20260206-232640.png""!


---
08/Feb/26 7:55 PM;712020:85569305-8bdb-42de-b343-67cd0955c065;I confirmed with [~accountid:5df7495beaf5880cad0349a4] and in case this is an issue from our side, we should restore this 1 credit for the client.



[~accountid:62a6cac4979e6e006903e76a] can you please confirm if this is an issue on our side, so I can request it
---
09/Feb/26 2:17 PM;712020:ae741d04-b2e1-4fb4-8a77-77dac71e3e54;[~accountid:63e07ac3491b20ef64bb1c0b] can you please confirm if we can add 1 credit for the client here? 
---
09/Feb/26 9:28 PM;712020:921da2d9-2e93-4832-b9ce-1e2fe2ce74b4;He also isn’t seeing the job post appearing for Parts Manager.

Job Slug: 17704038632850123509wdu
---
09/Feb/26 10:33 PM;712020:921da2d9-2e93-4832-b9ce-1e2fe2ce74b4;for parts manager, Campaign Id : *c3b22944-4288-548a-b468-257f36926840* 

Campaign Name : *Parts Manager - Forklift #1*
---
10/Feb/26 5:23 PM;712020:85569305-8bdb-42de-b343-67cd0955c065;[~accountid:62a6cac4979e6e006903e76a] [~accountid:63e07ac3491b20ef64bb1c0b] any updates here?
---
10/Feb/26 8:46 PM;712020:85569305-8bdb-42de-b343-67cd0955c065;[~accountid:62a6cac4979e6e006903e76a] can you also check these jobs that the client shared? He is mentioning none of his Indeed job postings are not connected to the ATS anymore:



Gen Tech Bowie 17684022929620123509yLV

FL Tech Bristol 17671975662980123509aDc

Fl Tech York 17685926503240123509oFq
---
10/Feb/26 9:01 PM;63e07ac3491b20ef64bb1c0b;The campaign is showing to be online


---
10/Feb/26 10:41 PM;712020:85569305-8bdb-42de-b343-67cd0955c065;Which campaign [~accountid:63e07ac3491b20ef64bb1c0b] ? Can you please share more information
---
11/Feb/26 3:17 PM;63e07ac3491b20ef64bb1c0b;The parts manager campaign
---
11/Feb/26 3:18 PM;63e07ac3491b20ef64bb1c0b;As per the status it seems to be online


---
11/Feb/26 5:15 PM;712020:85569305-8bdb-42de-b343-67cd0955c065;[~accountid:63e07ac3491b20ef64bb1c0b] , regarding the first job that he was able to select the initial date after the end date, is this an error on our end? Would we be able to restore 1 credit for this?



Also, regarding these positions:

Gen Tech Bowie 17684022929620123509yLV

FL Tech Bristol 17671975662980123509aDc

Fl Tech York 17685926503240123509oFq



I can see them ordered in the vonq channel. Can you please confirm if these are live as well?
---
13/Feb/26 8:09 PM;712020:85569305-8bdb-42de-b343-67cd0955c065;Hey team, the client shared that the job post for Heavy Forklift / Port was advertised to Indeed yesterday, and it is still not porting over from RecruitCRM.

Job slug: 17671275724980123509bOV

!image-20260213-142828.png|width=1273,height=820,alt=""image-20260213-142828.png""!

Can you please check this and the status of the job?
---
16/Feb/26 4:23 PM;712020:85569305-8bdb-42de-b343-67cd0955c065;Here is a screenshot he shared from Indeed:

!image-20260216-105109.png|width=1840,height=928,alt=""image-20260216-105109.png""!

[~accountid:62a6cac4979e6e006903e76a] [~accountid:63e07ac3491b20ef64bb1c0b] can you please confirm if the campaign is online?


---
19/Feb/26 1:56 AM;712020:85569305-8bdb-42de-b343-67cd0955c065;Any updates on this? 
---
19/Feb/26 10:58 AM;63e07ac3491b20ef64bb1c0b;[~accountid:712020:85569305-8bdb-42de-b343-67cd0955c065] im confused are you telling me its not posted?
Please can you share the following information? the job name and the job campaign id of all the mentioned campaigns


---
19/Feb/26 11:05 AM;63e07ac3491b20ef64bb1c0b;[~accountid:712020:85569305-8bdb-42de-b343-67cd0955c065] you can refer to this to get the campaign id 
[https://rcrm.atlassian.net/wiki/spaces/PD/pages/3520004105/Training+Doc+Job+Posting+Via+Vonq|https://rcrm.atlassian.net/wiki/spaces/PD/pages/3520004105/Training+Doc+Job+Posting+Via+Vonq|smart-link] 


---
19/Feb/26 5:49 PM;712020:85569305-8bdb-42de-b343-67cd0955c065;[~accountid:63e07ac3491b20ef64bb1c0b] this position for *Heavy Forklift / Port Equipment Mechanic* with the Job slug: 17671275724980123509bOV was ordered 3 times by the client, as you can see on the screenshot below:

!image-20260219-121122.png|width=1273,height=820,alt=""image-20260219-121122.png""!

The campaign IDs for them are:

Campaign Id : *2b58cc0a-d483-5712-8ba3-d2216d209a21* 

Campaign Name : *Campaign for Modern Group's Heavy Forklift / Port Equipment Mechanic 2*

Campaign Id : *358f481d-054a-557b-a341-c37f1d0698f0* 

Campaign Name : *Campaign for Modern Group's Heavy Forklift / Port Equipment Mechanic 1*

Campaign Id : *90e873c9-96dc-56d3-aa20-1180bb536c5c* 

Campaign Name : *Heavy Forklift / Port Equipment Mechanic*



But from this screenshot shared by the client, the campaigns have not ported over.

!image-20260219-121648.png|width=1840,height=928,alt=""image-20260219-121648.png""!



Can you please check if there are any issues with VONQ? 
---
19/Feb/26 11:35 PM;63e07ac3491b20ef64bb1c0b;[~accountid:712020:85569305-8bdb-42de-b343-67cd0955c065] [~accountid:712020:7772c385-1177-408d-8cdb-6d3b8a5c8309] I can see only the 1st campaign is online, the other 2 are offline, 
you might find the 1st job within indeed’s dashboard if it has not been posted yet 

[~accountid:712020:85569305-8bdb-42de-b343-67cd0955c065] for further diagnosis i would preferably need to get on a call with them


---
19/Feb/26 11:53 PM;712020:85569305-8bdb-42de-b343-67cd0955c065;[~accountid:63e07ac3491b20ef64bb1c0b] it’s a US client, can we share your link for him to schedule, to avoid having to reschedule?
---
20/Feb/26 8:40 PM;712020:921da2d9-2e93-4832-b9ce-1e2fe2ce74b4;Hi [~accountid:63e07ac3491b20ef64bb1c0b] , please check the client’s response:
I want to be very clear: the issue is not campaign status. The issue is that my jobs are not appearing in the Indeed dashboard at all once I have launched a campaign. The Heavy Forklift role is missing, along with every job I’ve posted to Indeed through RecruitCRM.

This has been ongoing for over a week, and I’m disappointed that the investigation so far hasn’t addressed the actual problem. I need this escalated to the appropriate technical team immediately and a concrete update on what is being done to resolve it.

If this is not resolved promptly, I will have to seriously consider moving to another platform.

While some jobs are still linked because they are active, it's any new post I make that is not flowing over correctly, or rather, not flowing over at all

here's another role that is ""online"" on Indeed (according to RecruitCRM) but is not flowing over to Indeed.

Parts Manager - Forklift
Slug: 17704038632850123509wdu
---
20/Feb/26 8:41 PM;712020:921da2d9-2e93-4832-b9ce-1e2fe2ce74b4;[~accountid:63e07ac3491b20ef64bb1c0b] Please let me know if you’re available for a call with the client
---
20/Feb/26 9:05 PM;63e07ac3491b20ef64bb1c0b;[~accountid:712020:921da2d9-2e93-4832-b9ce-1e2fe2ce74b4] please use my link to book a call with the client 
[https://calendly.com/hansaj-recruitcrm|https://calendly.com/hansaj-recruitcrm|smart-link] 


---
23/Feb/26 10:55 PM;712020:921da2d9-2e93-4832-b9ce-1e2fe2ce74b4;Hi [~accountid:63e07ac3491b20ef64bb1c0b] , call scheduled for 11 AM EST / 9:30 PM IST on Thursday. [~accountid:712020:7772c385-1177-408d-8cdb-6d3b8a5c8309] will join the call

!image-20260223-172317.png|width=1096,height=189,alt=""image-20260223-172317.png""!

",26
